,region,new,price,bedrm,bth,sqft
1 Avanleigh Arbors Frontenac Dr,"Saint Louis, MO",OLD,"$589,900",2bd,2ba,"2,080 sqft"
2940 Ridgeway Ave,"Saint Louis, MO",OLD,"$100,000",2bd,2ba,"1,233 sqft"
1319 Spring Snow Dr,"Saint Louis, MO",OLD,"$726,170",1bd,2ba,"2,080 sqft"
12760 Post Oak Rd,"Saint Louis, MO",OLD,"$2,525,000",5bd,6ba,"10,651 sqft"
5569 Sunbury Ave,"Saint Louis, MO",OLD,"$20,000",2bd,1ba,935 sqft
5403 Helen Ave,"Saint Louis, MO",FOR SALE BY OWNER,"$13,000",2bd,1ba,672 sqft
5360 Bermuda Dr,"Saint Louis, MO",FOR SALE BY OWNER,"$55,000",3bd,1ba,"1,158 sqft"
340 Hoffmeister Ave,"Saint Louis, MO",OLD,"$135,000",3bd,1ba,"1,046 sqft"
747 Edwin Ave,"Saint Louis, MO",OLD,"$524,900",4bd,4ba,"2,580 sqft"
1409 Spring Snow Dr,"Saint Louis, MO",OLD,"$689,900",2bd,2ba,"2,080 sqft"
110 Royal Manor Ct,"Saint Louis, MO",OLD,"$549,000",3bd,3ba,"3,750 sqft"
39 Briarcliff,"Saint Louis, MO",OLD,"$1,965,000",5bd,7ba,"7,953 sqft"
7105 Lexington Ave,"Saint Louis, MO",FOR SALE BY OWNER,"$78,000",2bd,2ba,"1,664 sqft"
1 Bellerosa Ct,"Saint Louis, MO",OLD,"$849,000",5bd,5ba,"5,810 sqft"
301 Carson Rd,"Saint Louis, MO",OLD,"$219,900",4bd,3ba,"2,106 sqft"
12637 Conway Club Ct,"Saint Louis, MO",OLD,"$469,995",4bd,4ba,"2,506 sqft"
2118 Fairhaven Dr,"Saint Louis, MO",OLD,"$78,000",3bd,1ba,"1,123 sqft"
8729 Marcella Ave,"Saint Louis, MO",OLD,"$80,000",4bd,2ba,"1,176 sqft"
2929 Ridgeway Ave,"Saint Louis, MO",OLD,"$97,000",2bd,2ba,"1,674 sqft"
1413 Spring Snow Dr,"Saint Louis, MO",OLD,"$694,841",1bd,2ba,"2,080 sqft"
919 Thorn Crown Ct,"Saint Louis, MO",OLD,"$672,990",4bd,4ba,"3,292 sqft"
6808 Weber Rd,"Saint Louis, MO",OLD,"$289,000",3bd,2ba,"1,533 sqft"
9250 Old Bonhomme Rd,"Saint Louis, MO",OLD,"$655,000",4bd,4ba,"2,780 sqft"
2402 N And South Rd,"Saint Louis, MO",OLD,"$59,900",2bd,1ba,"1,078 sqft"
1476 Widefields Ln,"Saint Louis, MO",NEW,"$115,000",3bd,1ba,912 sqft
Wilson Estates,"Oakville, MO",NEW CONSTRUCTIONBUILDABLE PLAN,"$383,990+",3bd,2ba,"2,214 sqft"
23 Roclare Ln,"Saint Louis, MO",OLD,"$699,000",1bd,1ba,"5,000 sqft"
11718 Brookbend Dr,"Saint Louis, MO",OLD,"$1,259,000",5bd,5ba,"5,028 sqft"
601 Kelvin Dr,"Saint Louis, MO",OLD,"$69,000",3bd,1ba,"1,300 sqft"
7620 Stanwood Dr,"Saint Louis, MO",OLD,"$79,900",3bd,1ba,695 sqft
4326 Russet Dr,"Saint Louis, MO",OLD,"$45,000",2bd,1ba,864 sqft
4979 Ambs Rd,"Saint Louis, MO",OLD,"$654,900",5bd,5ba,"5,701 sqft"
8634 Spoon Dr,"Saint Louis, MO",FOR SALE BY OWNER,"$194,000",2bd,2ba,"1,152 sqft"
18 Lynnbrook Rd,"Saint Louis, MO",OLD,"$2,155,000",4bd,4ba,"4,765 sqft"
5 Kings Ct,"Saint Louis, MO",OLD,"$80,000",4bd,1ba,"1,676 sqft"
1332 Coppergate Ln,"Saint Louis, MO",FOR SALE BY OWNER,"$120,000",2bd,2ba,"1,061 sqft"
9925 Meadow Ave,"Saint Louis, MO",BANK OWNED,"$125,000",3bd,1ba,"1,044 sqft"
1172 Ursula Ave,"Northeast, Saint Louis, MO",OLD,"$130,000",2bd,1ba,"1,088 sqft"
7530 Woodland Ave,"Saint Louis, MO",FOR SALE BY OWNER,"$94,500",2bd,1ba,718 sqft
Chapelwood Place,"Saint Louis, MO",NEW CONSTRUCTIONBUILDABLE PLAN,"$621,990+",3bd,2ba,"2,356 sqft"
10196 Mayfair Dr,"Saint Louis, MO",OLD,"$16,999",2bd,1ba,844 sqft
740 N Taylor Ave,"Kirkwood, MO",OLD,"$1,600,000",5bd,6ba,"5,916 sqft"
968 Barnard College Ln,"Saint Louis, MO",OLD,"$369,900",3bd,3ba,"2,156 sqft"
1182 Ursula Ave,"Northeast, Saint Louis, MO",FOR SALE BY OWNER,"$132,500",3bd,1ba,"1,481 sqft"
113 Hawkesbury Dr,"Saint Louis, MO",OLD,"$97,000",2bd,1ba,873 sqft
912 Thorn Crown Ct,"Saint Louis, MO",OLD,"$661,990",3bd,3ba,"2,853 sqft"
908 Thorn Crown Ct,"Saint Louis, MO",OLD,"$621,990",3bd,2ba,"2,387 sqft"
7542 Trenton Ave,"North Central, Saint Louis, MO",OLD,"$119,900",3bd,1ba,"1,215 sqft"
1124 Redman Blvd,"Saint Louis, MO",FOR SALE BY OWNER,"$56,000",3bd,1ba,"1,125 sqft"
9768 Medford Dr,"Saint Louis, MO",OLD,"$60,000",3bd,1ba,"1,192 sqft"
929 Barnard College Ln,"Saint Louis, MO",OLD,"$399,750",3bd,4ba,"3,001 sqft"
Chapelwood Place,"Saint Louis, MO",NEW CONSTRUCTIONBUILDABLE PLAN,"$672,990+",4bd,4ba,"3,292 sqft"
6641 Sassenrath Ln,"Saint Louis, MO",BANK OWNED,"$79,900",3bd,2ba,"1,363 sqft"
1708 Dellwood Ct,"Saint Louis, MO",OLD,"$49,000",3bd,1ba,912 sqft
965 Chapelwood Ct,"Saint Louis, MO",OLD,"$578,990",3bd,2ba,"2,387 sqft"
11710 Criterion Ave,"Saint Louis, MO",OLD,"$68,900",2bd,3ba,"1,015 sqft"
904 Thorn Crown Ct,"Saint Louis, MO",OLD,"$721,990",4bd,4ba,"3,649 sqft"
3022 Telegraph Rd,"Saint Louis, MO",OLD,"$140,000",1bd,1ba,736 sqft
8106 Saint Charles Rock Rd,"Saint Louis, MO",OLD,"$75,500",4bd,2ba,"1,128 sqft"
1208 Kimball Ct,"Saint Louis, MO",OLD,"$75,000",2bd,2ba,"1,382 sqft"
2811 Ozark Dr,"Saint Louis, MO",OLD,"$647,900",3bd,3ba,"2,250 sqft"
438 Crest Ave,"Saint Louis, MO",OLD,"$659,900",4bd,3ba,"2,390 sqft"
12037 Larimore Rd,"Saint Louis, MO",OLD,"$79,900",3bd,2ba,988 sqft
8269 Albin Ave,"Saint Louis, MO",OLD,"$50,000",2bd,1ba,"1,040 sqft"
10112 Ventura Dr,"Saint Louis, MO",OLD,"$30,000",2bd,1ba,982 sqft
3125 Elsworth Pl,"Saint Louis, MO",OLD,"$68,000",2bd,2ba,988 sqft
1214 Edgewater Dr,"Saint Louis, MO",BANK OWNED,Contact For Price,3bd,1ba,"1,195 sqft"
12541 Maret Dr #Tbb,"Saint Louis, MO",OLD,"$799,950",4bd,4ba,"3,064 sqft"
10327 Driver Ave,"Saint Louis, MO",OLD,"$119,900",3bd,1ba,"1,065 sqft"
36 Narragansett Dr,"Saint Louis, MO",OLD,"$465,000",3bd,2ba,"2,025 sqft"
6719 Alder Ave,"Saint Louis, MO",BANK OWNED,Contact For Price,2bd,2ba,"1,288 sqft"
1 Sterling Manors Vista Conn Dr,"Saint Louis, MO",OLD,"$272,900",4bd,3ba,"1,905 sqft"
1240 Takara Ct,"Saint Louis, MO",OLD,"$1,100,000",4bd,6ba,"4,034 sqft"
1059 Wilson Ave,"Saint Louis, MO",OLD,"$255,000",4bd,3ba,"1,623 sqft"
647 W Adams Ave,"Saint Louis, MO",OLD,"$380,000",4bd,2ba,"1,970 sqft"
203 Weiss Ave,"Saint Louis, MO",FOR SALE BY OWNER,"$135,000",3bd,3ba,"1,299 sqft"
8617 Stella Ave,"Saint Louis, MO",OLD,"$50,000",2bd,1ba,970 sqft
220 Clara Ave,"Saint Louis, MO",OLD,"$669,900",5bd,4ba,"3,515 sqft"
1110 Pardella Ave,"Saint Louis, MO",OLD,"$149,900",2bd,1ba,"1,623 sqft"
10160 Cloverdale Dr,"Saint Louis, MO",AUCTION,Contact For Price,2bd,1ba,792 sqft
8024 Airport Rd,"Saint Louis, MO",OLD,"$49,900",3bd,2ba,960 sqft
3032 Meadowlark Ave,"Saint Louis, MO",OLD,"$59,000",3bd,1ba,960 sqft
405 W Ripa Ave,"Saint Louis, MO",OLD,"$134,900",2bd,1ba,"1,200 sqft"
1442 Criterion Ave,"Saint Louis, MO",FOR SALE BY OWNER,"$55,000",3bd,2ba,"1,020 sqft"
1128 Rhea Ave,"Saint Louis, MO",OLD,"$69,000",3bd,2ba,864 sqft
11923 Larimore Rd,"Saint Louis, MO",OLD,"$71,500",4bd,2ba,794 sqft
12027 Krenning Ln,"Saint Louis, MO",OLD,"$85,000",3bd,1.1ba,"1,170 sqft"
10148 Cabot Dr,"Saint Louis, MO",BANK OWNED,Contact For Price,2bd,2ba,"1,008 sqft"
7034 Beulah Ave,"Saint Louis, MO",OLD,"$49,000",3bd,2ba,"1,124 sqft"
560 Colebrook Dr,"Saint Louis, MO",FOR SALE BY OWNER,"$350,000",4bd,2ba,"1,976 sqft"
8348 Pepperidge Dr,"Saint Louis, MO",OLD,"$95,000",3bd,1ba,"1,618 sqft"
8866 Saint Cyr Dr,"Saint Louis, MO",OLD,"$62,500",2bd,1ba,864 sqft
8729 S Grand Ave,"Saint Louis, MO",OLD,"$104,900",2bd,1ba,720 sqft
9724 Medford Dr,"Saint Louis, MO",OLD,"$92,000",3bd,6ba,912 sqft
11 Long Meadows Ln,"Saint Louis, MO",OLD,"$1,790,000",4bd,3ba,"6,134 sqft"
7008 Kingsbury Blvd,"Saint Louis, MO",FOR SALE BY OWNER,"$535,000",3bd,2ba,"2,187 sqft"
12015 Mendoza Ave,"Saint Louis, MO",AUCTION,"$89,700",3bd,2ba,988 sqft
8134 Rector Dr,"Berkeley, MO",OLD,"$65,000",3bd,1ba,"1,304 sqft"
6803 Woodhurst Dr,"Saint Louis, MO",OLD,"$40,000",4bd,1ba,"1,513 sqft"
348 Fannie Ave,"Saint Louis, MO",OLD,"$134,900",2bd,6ba,"1,092 sqft"
13221 Stone Ave #1,"Saint Louis, MO",OLD,"$1,595,000",5bd,1ba,"4,948 sqft"
100 Young Dr,"Saint Louis, MO",OLD,"$75,000",3bd,5ba,864 sqft
13237 Stone Ave #3,"Saint Louis, MO",OLD,"$1,475,000",4bd,1ba,"4,455 sqft"
1101 Reale Ave,"Saint Louis, MO",OLD,"$72,500",2bd,1.5ba,936 sqft
20 Barcelona Ave,"Saint Louis, MO",AUCTION,Contact For Price,3bd,1.5ba,"1,979 sqft"
10542 Edgefield Dr,"Saint Louis, MO",BANK OWNED,Contact For Price,3bd,3ba,"1,549 sqft"
644 Susan Rd,"Saint Louis, MO",OLD,"$489,000",3bd,1ba,"2,502 sqft"
6023 Cascade Dr,"Saint Louis, MO",OLD,"$47,500",2bd,1ba,922 sqft
1225 Buckner Pl,"Saint Louis, MO",OLD,"$74,900",2bd,2ba,"1,173 sqft"
13229 Stone Ave #2,"Saint Louis, MO",OLD,"$1,495,000",4bd,4ba,"4,400 sqft"
8912 Apache Ln,"Saint Louis, MO",OLD,"$159,900",2bd,2ba,"2,027 sqft"
7204 Marge Ave,"Saint Louis, MO",OLD,"$14,900",2bd,1ba,816 sqft
9024 Midland Blvd,"Saint Louis, MO",OLD,"$104,900",2bd,2ba,956 sqft
2036 Belle Ave,"Saint Louis, MO",OLD,"$45,000",3bd,1ba,"1,765 sqft"
28 Country Fair Ln,"Saint Louis, MO",OLD,"$1,299,900",5bd,6ba,"4,000 sqft"
1075 Midland Blvd,"Saint Louis, MO",BANK OWNED,"$299,900",3bd,2ba,"1,851 sqft"
410 Wachtel Ave,"Saint Louis, MO",OLD,"$104,900",2bd,1ba,816 sqft
7016 Robbins Ave,"Saint Louis, MO",OLD,"$29,900",2bd,1ba,895 sqft
3234 Welsberg Dr,"Saint Louis, MO",FOR SALE BY OWNER,"$55,000",2bd,1ba,"1,014 sqft"
435 Julian Pl,"Saint Louis, MO",OLD,"$774,900",5bd,4ba,"3,200 sqft"
7719 Dale Ave,"Saint Louis, MO",OLD,"$469,900",3bd,3ba,"2,135 sqft"
7032 Theodore Ave,"Saint Louis, MO",OLD,"$49,000",3bd,1ba,"1,134 sqft"
1 Denny Ln,"Saint Louis, MO",OLD,"$4,975,000",3bd,3ba,"3,046 sqft"
2151 Fairhaven Dr,"Saint Louis, MO",OLD,"$85,000",3bd,1ba,"1,437 sqft"
2204 Hagenstone Ter,"Saint Louis, MO",OLD,"$272,465",2bd,2ba,"1,419 sqft"
9240 Hathaway Dr,"Saint Louis, MO",OLD,"$64,900",2bd,1ba,892 sqft
1111 Oday Ave,"Saint Louis, MO",OLD,"$379,999",5bd,2ba,"2,896 sqft"
Wilson Estates,"Oakville, MO",NEW CONSTRUCTIONBUILDABLE PLAN,"$391,990+",4bd,3ba,"2,779 sqft"
292 Meadowcrest Dr,"Saint Louis, MO",NEWAUCTION,Contact For Price,3bd,1ba,960 sqft
5519 Hodiamont Ave,"Saint Louis, MO",OLD,"$30,000",2bd,1ba,819 sqft
761 Lemay Ferry Rd,"Saint Louis, MO",OLD,"$180,000",1bd,1ba,"1,300 sqft"
7203 Eunice Ave,"Saint Louis, MO",OLD,"$55,000",3bd,4ba,864 sqft
7 Arbor Rd,"Saint Louis, MO",OLD,"$1,450,000",4bd,1ba,"4,000 sqft"
1947 Damato Ct,"Saint Louis, MO",OLD,"$37,900",2bd,2ba,988 sqft
778 Pardella Ave,"Saint Louis, MO",BANK OWNED,Contact For Price,2bd,2ba,780 sqft
2212 Hagenstone Ter,"Saint Louis, MO",OLD,"$264,095",2bd,1ba,"1,419 sqft"
5449 Hodiamont Ave,"Saint Louis, MO",FOR SALE BY OWNER,"$52,900",2bd,1ba,676 sqft
2220 Hagenstone Ter,"Saint Louis, MO",OLD,"$268,571",2bd,2ba,"1,419 sqft"
8707 Marcella Ave,"Saint Louis, MO",OLD,"$45,000",2bd,1ba,888 sqft
105 Lake Forest Dr,"Saint Louis, MO",OLD,"$2,000,000",6bd,4ba,"5,200 sqft"
341 Conway Hill Rd,"Saint Louis, MO",OLD,"$1,799,000",4bd,7ba,"8,715 sqft"
3112 Maybelle Dr,"Saint Louis, MO",OLD,"$53,900",1bd,1ba,616 sqft
9721 Hastings Dr,"Saint Louis, MO",OLD,"$899,000",4bd,3ba,"3,049 sqft"
1059 N Rock Hill Rd,"Saint Louis, MO",OLD,"$272,000",3bd,3ba,"1,120 sqft"
1316 Bopp Rd,"Saint Louis, MO",OLD,"$1,190,000",4bd,3ba,"3,803 sqft"
8961 Argyle Ave,"Saint Louis, MO",BANK OWNED,"$128,500",1bd,1ba,"1,075 sqft"
5412 Hodiamont Ave,"Saint Louis, MO",OLD,"$29,900",2bd,1ba,884 sqft
1113 Collingwood Dr,"Saint Louis, MO",OLD,"$549,000",4bd,3ba,"2,376 sqft"
5518 Hodiamont Ave,"Saint Louis, MO",OLD,"$30,000",1bd,2ba,819 sqft
9023 Mathilda Ave,"Saint Louis, MO",OLD,"$145,900",2bd,1ba,920 sqft
2645 Cecelia Ave,"Saint Louis, MO",OLD,"$655,853",4bd,4ba,"2,609 sqft"
2922 Ridgeway Ave,"Saint Louis, MO",OLD,"$89,900",2bd,1ba,822 sqft
1443 Coolidge Dr,"Northwest, Saint Louis, MO",OLD,"$105,000",2bd,2ba,850 sqft
5663 Helen Ave,"Saint Louis, MO",OLD,"$29,900",2bd,1ba,720 sqft
118 Paul Ave,"Saint Louis, MO",OLD,"$74,900",2bd,1ba,"1,235 sqft"
3241 Coles Ave,"Saint Louis, MO",OLD,"$109,900",3bd,1ba,891 sqft
13219 Lochenheath (Lot 3) Tbb Ct,"Town And Country, MO",OLD,"$1,795,000",5bd,6ba,"4,948 sqft"
8837 Argyle Ave,"Saint Louis, MO",BANK OWNED,Contact For Price,2bd,1ba,909 sqft
828 Newcastle Dr,"Saint Louis, MO",OLD,"$1,099,000",5bd,5ba,"4,923 sqft"
2810 Ozark Dr,"Saint Louis, MO",OLD,"$775,000",3bd,3ba,"2,650 sqft"
1533 Engelholm Ave,"Saint Louis, MO",AUCTION,Contact For Price,2bd,1ba,840 sqft
2433 Annalee Ave,"Saint Louis, MO",OLD,"$759,900",5bd,4ba,"3,474 sqft"
462 S Harrison Ave,"Saint Louis, MO",OLD,"$839,900",5bd,5ba,"3,736 sqft"
15 Young Dr,"Saint Louis, MO",BANK OWNED,Contact For Price,3bd,1ba,"1,260 sqft"
12045 Embassy Row,"Saint Louis, MO",OLD,"$1,095,000",4bd,6ba,"4,759 sqft"
11901 Bayberry Ln,"Saint Louis, MO",OLD,"$1,250,000",4bd,4ba,"3,600 sqft"
7553 Shaftesbury Ave,"Saint Louis, MO",OLD,"$109,900",1bd,1ba,652 sqft
239 Monica Dr,"Saint Louis, MO",OLD,"$450,000",3bd,3ba,"2,006 sqft"
2422 Bremerton Rd,"Saint Louis, MO",OLD,"$800,000",5bd,4ba,"3,900 sqft"
528 Royal Ave,"Saint Louis, MO",OLD,"$20,000",2bd,1ba,875 sqft
11703 Fawnridge Dr,"Saint Louis, MO",OLD,"$1,236,000",4bd,3ba,"3,803 sqft"
320 Coppinger Dr,"Saint Louis, MO",OLD,"$99,900",2bd,1ba,884 sqft
7557 Ahern Ave,"Saint Louis, MO",FOR SALE BY OWNER,"$65,000",1bd,2ba,609 sqft
8717 Rosalie Ave,"Saint Louis, MO",OLD,"$700,000",4bd,3ba,"2,600 sqft"
2427 Annalee Ave,"Saint Louis, MO",OLD,"$799,900",5bd,4ba,"3,925 sqft"
13714 Belcrest Ct,"Saint Louis, MO",OLD,"$2,390,000",5bd,7ba,"5,500 sqft"
3961 Rodapa Dr,"Saint Louis, MO",OLD,"$212,000",3bd,3ba,"1,073 sqft"
9715 Mueck Ter,"Saint Louis, MO",OLD,"$574,900",4bd,3ba,"2,401 sqft"
10444 Prince Dr,"Saint Louis, MO",OLD,"$24,900",3bd,2ba,"1,023 sqft"
705 Coulter Ave,"Saint Louis, MO",FOR SALE BY OWNER,"$699,000",4bd,4ba,"3,586 sqft"
2437 Annalee Ave,"Saint Louis, MO",OLD,"$799,900",5bd,4ba,"3,925 sqft"
1914 Karlin Dr,"Saint Louis, MO",OLD,"$1,748,000",4bd,4ba,"4,310 sqft"
Wilson Estates,"Oakville, MO",NEW CONSTRUCTIONBUILDABLE PLAN,"$442,990+",4bd,4ba,"3,292 sqft"
8015 Stanford Ave,"Saint Louis, MO",FOR SALE BY OWNER,"$439,000",3bd,4ba,"2,440 sqft"
6508 Bartmer Ave,"Northeast, Saint Louis, MO",OLD,"$269,000",2bd,3ba,"1,464 sqft"
22 S Hartnett Ave,"Saint Louis, MO",OLD,"$95,000",2bd,1ba,"1,284 sqft"
345 Upper Conway Estates Ct,"Saint Louis, MO",OLD,"$1,772,760",3bd,4ba,"3,536 sqft"
16 Roclare Ln,"Saint Louis, MO",OLD,"$2,324,000",4bd,6ba,"5,423 sqft"
283 Pointe Conway Hill Ct,"Saint Louis, MO",OLD,"$1,750,000",4bd,5ba,"4,992 sqft"
10168 Baron Dr,"Saint Louis, MO",FOR SALE BY OWNER,"$26,500",2bd,1ba,768 sqft
7184 Hazelwood Ln,"North Central, Saint Louis, MO",OLD,"$164,900",3bd,2ba,"1,160 sqft"
1281 Pennsylvania Ave,"North Central, Saint Louis, MO",OLD,"$69,900",3bd,1ba,960 sqft
13218 Lochenheath #4,"Town And Country, MO",OLD,"$1,599,900",4bd,4ba,"4,598 sqft"
4514 Nadine Ct,"Saint Louis, MO",OLD,"$290,000",4bd,3ba,"2,224 sqft"
722 Edwin Ave,"Saint Louis, MO",OLD,"$769,900",5bd,4ba,"3,515 sqft"
6152 Bermuda Dr,"Saint Louis, MO",OLD,"$55,000",3bd,1ba,"1,217 sqft"
127 Epple Pl,"Saint Louis, MO",FOR SALE BY OWNER,"$79,000",3bd,1ba,"1,210 sqft"
333 S Elizabeth Ave,"Saint Louis, MO",OLD,"$109,000",2bd,2ba,"1,047 sqft"
Santino Court,"Saint Louis, MO",NEW CONSTRUCTIONBUILDABLE PLAN,"$816,500+",3bd,4ba,"2,600 sqft"
831 Marvin Ave,"Saint Louis, MO",OLD,"$39,900",2bd,1ba,850 sqft
12614 Bradford Woods Dr,"Saint Louis, MO",OLD,"$850,000",6bd,7ba,"6,641 sqft"
518 Teston Dr,"Saint Louis, MO",OLD,"$67,900",3bd,1ba,864 sqft
701 Oakbrook Ln,"Saint Louis, MO",OLD,"$549,000",3bd,3ba,"2,621 sqft"
843 Carson Rd,"Saint Louis, MO",OLD,"$17,999",2bd,1ba,784 sqft
211 N Harvey Ave,"Saint Louis, MO",OLD,"$55,000",2bd,2ba,884 sqft
131 Elkan Ave,"Saint Louis, MO",OLD,"$55,000",2bd,1ba,900 sqft
910 Clearfield Dr,"Saint Louis, MO",OLD,"$55,000",3bd,1ba,960 sqft
28 Lee Ave,"Saint Louis, MO",OLD,"$71,500",2bd,1ba,906 sqft
7729 Carleton Ave,"Northwest, Saint Louis, MO",OLD,"$119,775",2bd,1ba,"1,080 sqft"
6539 Etzel Ave,"Northeast, Saint Louis, MO",OLD,"$89,900",4bd,1ba,"1,075 sqft"
614 Cunniff Pl,"Saint Louis, MO",OLD,"$75,000",3bd,1ba,920 sqft
3430 Lone Elm Dr,"Saint Louis, MO",OLD,"$284,000",3bd,2ba,"1,819 sqft"
532 Royal Ave,"Saint Louis, MO",OLD,"$80,000",3bd,1ba,875 sqft
1164 Ursula Ave,"Northeast, Saint Louis, MO",BANK OWNED,Contact For Price,2bd,2ba,"1,123 sqft"
839 Margo Ave,"Saint Louis, MO",BANK OWNED,Contact For Price,4bd,2.5ba,"1,428 sqft"
8330 Richard Ave,"Northwest, Saint Louis, MO",BANK OWNED,Contact For Price,2bd,1ba,900 sqft
419 Day Dr,"Saint Louis, MO",AUCTION,Contact For Price,4bd,1ba,"1,809 sqft"
9001 Pallardy Ln,"Saint Louis, MO",BANK OWNED,"$114,900",2bd,1ba,"1,026 sqft"
10344 Earl Dr,"Saint Louis, MO",OLD,"$59,900",4bd,1ba,"1,424 sqft"
323 Eldridge Ave,"Saint Louis, MO",OLD,"$321,000",4bd,2ba,"1,495 sqft"
7608 Lynn Ave,"North Central, Saint Louis, MO",FOR SALE BY OWNER,"$89,000",2bd,1ba,992 sqft
1225 Meyer St,"North Central, Saint Louis, MO",FOR SALE BY OWNER,"$88,300",2bd,1ba,912 sqft
10050 Earl Dr,"Saint Louis, MO",FOR SALE BY OWNER,"$64,900",2bd,1ba,827 sqft
31 Beacon Hill Ln,"Saint Louis, MO",OLD,"$1,375,000",4bd,5ba,"4,532 sqft"
1135 Backer St,"North Central, Saint Louis, MO",OLD,"$72,900",2bd,1ba,840 sqft
919 Poinsetta Ln,"Saint Louis, MO",OLD,"$799,900",4bd,5ba,"2,717 sqft"
10252 Count Dr,"Saint Louis, MO",OLD,"$52,000",3bd,1ba,864 sqft
10501 Earl Dr,"Saint Louis, MO",OLD,"$12,990",2bd,1ba,770 sqft
725 Graeser Rd,"Saint Louis, MO",OLD,"$1,390,000",4bd,5ba,"4,085 sqft"
8318 Braddock Dr,"Northwest, Saint Louis, MO",NEW,"$79,800",2bd,1ba,962 sqft
10313 Duke Dr,"Saint Louis, MO",FOR SALE BY OWNER,"$69,900",3bd,1ba,770 sqft
10135 Fieldcrest Ln,"Saint Louis, MO",OLD,"$1,195,000",4bd,4ba,"3,311 sqft"
Santino Court,"Saint Louis, MO",NEW CONSTRUCTIONBUILDABLE PLAN,"$888,500+",3bd,4ba,"3,000 sqft"
Tbb The Belle Meade Conway Rd,"Saint Louis, MO",OLD,"$1,917,900",4bd,5ba,"4,800 sqft"
7715 Dale Ave,"Saint Louis, MO",OLD,"$476,900",3bd,3ba,"2,161 sqft"
10333 Earl Dr,"Saint Louis, MO",FOR SALE BY OWNER,"$74,900",3bd,1ba,770 sqft
604 E Argonne Dr,"Saint Louis, MO",OLD,"$650,000",3bd,1ba,"1,040 sqft"
Tbb The Cambridge Conway Rd,"Saint Louis, MO",OLD,"$1,858,900",4bd,5ba,"4,529 sqft"
Tbb The Berkshire Conway Rd,"Saint Louis, MO",OLD,"$1,817,900",3bd,3ba,"5,158 sqft"
Tbb The Chesapeake Conway Rd,"Saint Louis, MO",OLD,"$1,599,900",4bd,4ba,"4,529 sqft"
Tbb The Bridlespur Conway Rd,"Saint Louis, MO",OLD,"$1,946,900",4bd,4ba,"4,800 sqft"
3609 Eminence Blvd,"Saint Louis, MO",OLD,"$109,900",2bd,2ba,880 sqft
Tbb The Nantucket Conway Rd,"Saint Louis, MO",OLD,"$1,471,900",3bd,3ba,"3,292 sqft"
10838 Olive Blvd,"Saint Louis, MO",OLD,"$375,000",2bd,2ba,"1,387 sqft"
93 Greendale Dr,"Saint Louis, MO",OLD,"$239,900",3bd,3ba,"2,047 sqft"
Tbb The Mooreland Conway Rd,"Saint Louis, MO",OLD,"$1,895,900",4bd,4ba,"4,850 sqft"
402 Rose Ln,"Saint Louis, MO",OLD,"$799,000",4bd,3ba,"2,000 sqft"
8025 Lakewood Ave,"Saint Louis, MO",OLD,"$82,500",1bd,1ba,774 sqft
443 Alice Ave,"Saint Louis, MO",OLD,"$899,900",5bd,5ba,"2,900 sqft"
64 Tbb Ponca Trl,"Kirkwood, MO",OLD,"$600,000",4bd,4ba,"3,200 sqft"
64 Ponca Trl,"Kirkwood, MO",OLD,"$600,000",4bd,4ba,"3,200 sqft"
Ponca Trl,"Saint Louis, MO",OLD,"$650,000",3bd,3ba,"3,200 sqft"
6520 Myron Ave,"Saint Louis, MO",OLD,"$37,500",2bd,1ba,875 sqft
1351 Samoa Dr,"Saint Louis, MO",NEWCOMING SOON,"$215,000",3bd,2ba,"1,005 sqft"
2819 Redstone Dr,"Saint Louis, MO",NEW,"$155,000",3bd,2ba,"1,050 sqft"
7801 Davis Dr,"Saint Louis, MO","NEWOPEN SAT, 1-3PM","$989,000",4bd,4ba,"2,839 sqft"
8034 Pilgrim Dr,"Saint Louis, MO",NEWCOMING SOON,"$124,900",3bd,1ba,925 sqft
2819 Redstone Dr,"Saint Louis, MO",NEW,"$155,000",3bd,2ba,"1,050 sqft"
8970 Saint Louis Ave,"Saint Louis, MO",NEW,"$88,000",3bd,1ba,"1,142 sqft"
7801 Davis Dr,"Saint Louis, MO","NEWOPEN SAT, 1-3PM","$989,000",4bd,4ba,"2,839 sqft"
7400 Murdoch Ave,"Saint Louis, MO",NEW,"$199,900",3bd,2ba,"1,458 sqft"
2011 Judy Ct,"Saint Louis, MO",NEW,"$123,000",3bd,2ba,"1,040 sqft"
6775 Corbitt Ave,"Northeast, Saint Louis, MO",NEW,"$134,900",2bd,1ba,"1,032 sqft"
3503 Marian Way Ct,"Saint Louis, MO",NEW,"$279,000",3bd,3ba,"1,907 sqft"
322 N Bompart Ave,"Saint Louis, MO",COMING SOON,"$350,000",3bd,2ba,"1,659 sqft"
7622 General Meade Ln,"Saint Louis, MO",NEW,"$180,000",3bd,2ba,"1,322 sqft"
2405 Black Pine Ct,"Florissant, MO",NEWFOR SALE BY OWNER,"$159,900",3bd,2ba,"1,292 sqft"
1605 Harkee Dr,"Florissant, MO",NEW,"$169,900",3bd,3ba,"2,300 sqft"
6592 Dolphin Cir E,"Florissant, MO",NEW,"$118,900",2bd,2ba,"2,516 sqft"
1575 Saint Loretto Dr,"Florissant, MO",NEW,"$140,000",3bd,2ba,"1,397 sqft"
